# species: Drosophila melanogaster
# support: EXP, IMP, HMP, HEP, IDA, IGI, HGI, IPI, IEP, HDA
# associations retrieved on: 2019-04-24 10:40:28-04
# gofunc built on: 2018-02-21 10:04:34.764444-05
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.fb.gz
#   revision: 2018-02-02 $
#   downloaded on: 2018-02-14 09:47:16-05
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201512-termdb-tables.tar.gz
#   downloaded on: 2015-12-22 05:43:21-05
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2015-11-17 14:24:21.26681-05
#     synergizer db built from: Ensembl Genes 82 / Metazoa Mart / Plant Mart
#   namespace: flybasecgid_gene
#   coverage: 99.4%
# size of "genespace": 12880
# number of attributes: 8227
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
GO:0000001	mitochondrion inheritance	CG42551 CG8862
GO:0007472	wing disc morphogenesis	CG10079 CG11518 CG11579 CG2049 CG2845 CG2944 CG31852 CG3578 CG3830 CG43398 CG4427 CG4521 CG4531 CG4713 CG4974 CG6281 CG7809 CG9375 CG9559 CG9653
GO:0007473	wing disc proximal/distal pattern formation	CG1374 CG3830
GO:0007474	imaginal disc-derived wing vein specification	CG1004 CG10197 CG10571 CG10605 CG1064 CG10917 CG11093 CG11450 CG12559 CG14080 CG15671 CG1696 CG17149 CG17596 CG17835 CG17998 CG18250 CG18740 CG2530 CG30115 CG31150 CG32062 CG34157 CG3936 CG40129 CG4204 CG43122 CG4531 CG4547 CG5441 CG5562 CG5591 CG5942 CG6148 CG6677 CG6755 CG6792 CG7890 CG7892 CG7935 CG8339 CG8709 CG9015 CG9139 CG9291 CG9397 CG9885
GO:0007475	apposition of dorsal and ventral imaginal disc-derived wing surfaces	CG10293 CG10504 CG1685 CG2467 CG32528 CG33196 CG3411 CG3541 CG3619 CG6831 CG7954 CG8118 CG8787 CG9031 CG9379
GO:0007476	imaginal disc-derived wing morphogenesis	CG1004 CG1007 CG10079 CG10334 CG1049 CG10491 CG10571 CG10575 CG10580 CG10601 CG11988 CG12399 CG12559 CG12676 CG13139 CG13648 CG1374 CG14026 CG1449 CG14938 CG1500 CG15671 CG17077 CG1708 CG17117 CG1765 CG1771 CG1775 CG1891 CG1897 CG1906 CG2079 CG2096 CG2259 CG2262 CG2368 CG2411 CG2835 CG2845 CG2899 CG32045 CG32296 CG32666 CG3291 CG33261 CG3352 CG3411 CG34403 CG3578 CG3619 CG3696 CG3733 CG3830 CG3874 CG3924 CG3936 CG3957 CG4029 CG4122 CG42522 CG42610 CG42616 CG43772 CG4379 CG4385 CG44128 CG4426 CG44425 CG4521 CG4531 CG4620 CG5201 CG5629 CG5725 CG5799 CG6033 CG6117 CG6127 CG6210 CG6556 CG6677 CG6721 CG6896 CG6998 CG7037 CG7393 CG7467 CG7734 CG7890 CG7892 CG7926 CG7935 CG8118 CG8224 CG8246 CG8367 CG8544 CG8637 CG9126 CG9355 CG9369 CG9375 CG9379 CG9491 CG9559 CG9623 CG9653 CG9802 CG9885 CR42891 CR42899 CR43035
GO:0007477	notum development	CG10079 CG10488 CG10491 CG32301
GO:0007478	leg disc morphogenesis	CG9097 CG9102
GO:0007479	leg disc proximal/distal pattern formation	CG10079 CG11354 CG1374 CG3629 CG5488 CG5529 CG9397 CG9908
GO:0007480	imaginal disc-derived leg morphogenesis	CG10021 CG10295 CG10388 CG11354 CG11375 CG11990 CG12238 CG12399 CG12653 CG1343 CG1412 CG17117 CG1775 CG18214 CG18740 CG30115 CG30456 CG3208 CG32149 CG32239 CG32666 CG3274 CG33275 CG3619 CG3629 CG3830 CG3935 CG4059 CG42277 CG42665 CG42674 CG43658 CG4755 CG4937 CG4974 CG5146 CG5942 CG6210 CG6477 CG6545 CG6570 CG6811 CG6816 CG6964 CG7122 CG7467 CG7793 CG7807 CG7937 CG8246 CG8416 CG8544 CG9750 CR42988
GO:0007482	haltere development	CG10079 CG10388 CG10491 CG1070 CG15154 CG17348 CG17437 CG31136 CG3830 CG4531 CG8651
GO:0007483	genital disc morphogenesis	CG6545 CG6570
GO:0007484	imaginal disc-derived genitalia development	CG11094 CG11648 CG1689 CG1897 CG7807 CG8049 CG9491
GO:0007485	imaginal disc-derived male genitalia development	CG11094 CG1897 CG7807 CG8049 CG9491
GO:0007486	imaginal disc-derived female genitalia development	CG11094 CG11648 CG1689
GO:0007487	analia development	CG5575
GO:0007488	histoblast morphogenesis	CG12399 CG1395 CG14026 CG1765 CG1772 CG3738 CG5201 CG9553 CR42959
GO:0007489	maintenance of imaginal histoblast diploidy	CG3758
GO:0007490	tergite morphogenesis	CG8587
GO:0007492	endoderm development	CG10278 CG1641 CG9768
GO:0007493	endodermal cell fate determination	CG7223
GO:0007494	midgut development	CG1007 CG10263 CG10278 CG10491 CG10594 CG1133 CG11799 CG12028 CG13478 CG1374 CG14728 CG3322 CG4832 CG5520 CG5799 CG7260 CG7734
GO:0007495	visceral mesoderm-endoderm interaction involved in midgut development	CG11799
GO:0007496	anterior midgut development	CG1429 CG15792 CG1641 CG6981
GO:0007497	posterior midgut development	CG1641
GO:0007498	mesoderm development	CG10236 CG10293 CG10325 CG10641 CG11314 CG11648 CG11988 CG12127 CG12232 CG12443 CG12896 CG13194 CG1322 CG1363 CG14233 CG1429 CG14808 CG15015 CG17470 CG18369 CG1915 CG2047 CG2956 CG31317 CG31839 CG32019 CG3619 CG3722 CG3871 CG3936 CG3954 CG3987 CG43897 CG44245 CG4500 CG45019 CG4637 CG4722 CG5441 CG5596 CG5939 CG6378 CG6416 CG6817 CG7107 CG7223 CG7438 CG7761 CG7895 CG7902 CG8250 CG8365 CG9155 CG9366 CG9445 CG9509 CG9554 CG9885
GO:0007500	mesodermal cell fate determination	CG7223 CG8118
GO:0007501	mesodermal cell fate specification	CG10325 CG10388
GO:0007502	digestive tract mesoderm development	CG31695 CG42677 CG43758 CG5052 CG5785
GO:0007503	fat body development	CG1794 CG3024 CG3871 CG3992 CG4859 CG6378
GO:0007504	larval fat body development	CG3024 CG6378
GO:0007505	adult fat body development	CG1794 CG4859
GO:0007506	gonadal mesoderm development	CG10325 CG11648 CG2047 CG3722 CG4637 CG6817 CG7223 CG7895
GO:0007507	heart development	CG10236 CG1028 CG10325 CG10388 CG10593 CG10619 CG11579 CG1560 CG18144 CG2328 CG2762 CG3226 CG34403 CG3722 CG4843 CG5490 CG5700 CG6232 CG6604 CG6634 CG7223 CG7926 CG8095 CG9885
GO:0007508	larval heart development	CG1560 CG18144 CG5700 CG6232 CG8095
GO:0007509	mesoderm migration involved in gastrulation	CG10072 CG13194 CG43758 CG4521 CG7223 CG7870 CG8114 CG8339 CG9559
GO:0007510	cardioblast cell fate determination	CG11502 CG3978 CG6197
GO:0007512	adult heart development	CG2328
GO:0007516	hemocyte development	CG1322 CG2248 CG3992 CG8091 CG8222 CG9366 CG9885
GO:0007517	muscle organ development	CG10250 CG10275 CG10293 CG10379 CG1064 CG11049 CG11326 CG11987 CG12311 CG12443 CG13194 CG13503 CG1429 CG14307 CG14614 CG14941 CG1560 CG17046 CG1765 CG17927 CG17950 CG1841 CG1915 CG1916 CG1966 CG2682 CG30040 CG3114 CG3166 CG33141 CG33197 CG3350 CG3385 CG34157 CG34340 CG34407 CG3653 CG3956 CG4029 CG4107 CG4236 CG42768 CG4303 CG4320 CG4380 CG43860 CG4677 CG4717 CG5005 CG5343 CG5403 CG5444 CG5557 CG5684 CG5942 CG5954 CG6097 CG6502 CG6545 CG6546 CG6668 CG6884 CG7223 CG7471 CG7761 CG7847 CG7999 CG8013 CG8103 CG8250 CG8427 CG8609 CG8625 CG8815 CG9383 CR43030
GO:0007519	skeletal muscle tissue development	CG1429 CG16858 CG1915 CG3936 CG42768 CG4677 CG6545 CG6570 CG7147
GO:0007520	myoblast fusion	CG10160 CG10379 CG12055 CG12946 CG13011 CG13503 CG1363 CG1429 CG14895 CG1520 CG1721 CG17492 CG1915 CG2171 CG2248 CG3127 CG3143 CG32096 CG32434 CG33141 CG3653 CG3727 CG3871 CG4001 CG4006 CG4636 CG4677 CG4696 CG5092 CG5336 CG5837 CG6545 CG6570 CG7070 CG7449 CG7558 CG7563 CG7893 CG8156 CG8846 CG9552
GO:0007521	muscle cell fate determination	CG10293 CG10619 CG3936 CG6534 CG9849
GO:0007522	visceral muscle development	CG10379 CG12443 CG13194 CG13503 CG17046 CG1915 CG30040 CG33141 CG3653 CG42768 CG5005 CG7223 CG8250
GO:0007523	larval visceral muscle development	CG10379 CG12443 CG13194 CG17046 CG33141 CG3653 CG42768 CG7223
GO:0007525	somatic muscle development	CG10160 CG10197 CG10250 CG10293 CG10388 CG10520 CG1070 CG11033 CG11202 CG11312 CG11798 CG11924 CG11949 CG12055 CG12311 CG12443 CG1258 CG12972 CG13011 CG13194 CG13345 CG13366 CG13424 CG14260 CG1484 CG16728 CG17117 CG1721 CG17927 CG1915 CG2171 CG2708 CG3127 CG3143 CG3324 CG33519 CG3371 CG3830 CG4001 CG4006 CG4204 CG42328 CG4257 CG42636 CG43443 CG4426 CG4677 CG4699 CG5092 CG5490 CG5671 CG5800 CG5974 CG6097 CG6134 CG6464 CG6831 CG6964 CG7070 CG7223 CG7445 CG7664 CG7847 CG8145 CG8328 CG8544 CG8578 CG8580 CG8815 CG8846 CG8933 CG8946 CG9088 CG9446 CG9554 CG9610 CG9936 CR42916
GO:0007526	larval somatic muscle development	CG10197 CG10250 CG10520 CG1070 CG11033 CG11798 CG12443 CG13194 CG13424 CG3324 CG4204 CG4257 CG42636 CG4426 CG4699 CG5490 CG5800 CG5974 CG6134 CG6831 CG6964 CG7664 CG8145 CG8580 CG8815 CG9088 CG9554 CG9610 CG9936 CR42916
GO:0007527	adult somatic muscle development	CG11924 CG11949 CG12972 CG13011 CG13366 CG14260 CG1484 CG17927 CG33519 CG3371 CG43443 CG7445 CG8578 CG8946 CG9446
GO:0007528	neuromuscular junction development	CG10067 CG10105 CG10327 CG10443 CG10743 CG10776 CG1081 CG10967 CG1099 CG11144 CG11199 CG11926 CG1210 CG12295 CG13253 CG13626 CG13772 CG1401 CG14994 CG15433 CG16725 CG16944 CG1725 CG17596 CG18005 CG18090 CG18319 CG2275 CG2621 CG2835 CG30040 CG30483 CG31146 CG31240 CG31641 CG32146 CG32490 CG33956 CG34127 CG3665 CG3985 CG4141 CG42279 CG42301 CG42338 CG42734 CG44328 CG44835 CG4699 CG4871 CG5014 CG5092 CG5451 CG5483 CG5514 CG5562 CG5670 CG5723 CG5744 CG5837 CG5907 CG6103 CG6114 CG6203 CG6539 CG6668 CG7050 CG7913 CG8002 CG8201 CG8428 CG8536 CG8566 CG8959 CG9520 CG9533 CG9749 CR42988
GO:0007529	establishment of synaptic specificity at neuromuscular junction	CG14521 CG33202
GO:0007530	sex determination	CG1007 CG10128 CG10981 CG11274 CG12076 CG13201 CG14307 CG1594 CG1641 CG16724 CG31666 CG3827 CG4257 CG43770 CG4694 CG5933 CG5993 CG6315 CG6824 CG7818 CG8592 CG9576
GO:0007538	primary sex determination	CG1594 CG1641 CG4257 CG5993 CG9576
GO:0007540	sex determination, establishment of X:A ratio	CG8704
GO:0007542	primary sex determination, germ-line	CG9576
GO:0007548	sex differentiation	CG16724 CG42320 CG5123 CG7931 CG7933 CG8592 CG9097
GO:0007549	dosage compensation	CG10385 CG10535 CG11680 CG3025 CG3241 CG33261 CG3363 CG5933 CG6493 CG6498 CG6866 CG7015 CG7439 CG7626 CG8599 CG8631 CG8704 CG9148 CR32665
GO:0007552	metamorphosis	CG10579 CG10712 CG11390 CG12390 CG12559 CG13687 CG1389 CG14962 CG15825 CG16931 CG1765 CG2845 CG3090 CG32423 CG40050 CG4059 CG4141 CG4380 CG4399 CG45074 CG5671 CG5695 CG6816 CG7325 CG7327 CG7588 CG7594 CG7608 CG8669 CG8827 CG9358 CG9375 CR42949
GO:0007553	regulation of ecdysteroid metabolic process	CG11762 CG1319 CG13687 CG33100 CG4205 CG8127 CG8971
GO:0007554	regulation of ecdysteroid biosynthetic process	CG11762 CG1319 CG13687 CG33100 CG4205 CG8971
GO:0007555	regulation of ecdysteroid secretion	CG1063 CG2048
GO:0007559	histolysis	CG10967 CG1241 CG2671 CG42610 CG5671 CG6147 CG6794 CG6829 CG6975 CG7788 CG7863 CG7986 CG7998 CG7999 CG8091 CG8730
GO:0007560	imaginal disc morphogenesis	CG10079 CG11066 CG1133 CG11518 CG11561 CG11579 CG12399 CG1395 CG14026 CG1594 CG1634 CG17077 CG1765 CG1772 CG2049 CG2411 CG2845 CG2944 CG3000 CG3114 CG31151 CG31852 CG32156 CG32315 CG3578 CG3738 CG3830 CG4257 CG43398 CG4427 CG4521 CG4531 CG4713 CG4974 CG5201 CG5488 CG5529 CG5695 CG5993 CG6281 CG6545 CG6570 CG7508 CG7809 CG7926 CG8224 CG9097 CG9102 CG9375 CG9484 CG9553 CG9554 CG9559 CG9653 CG9885 CR42959
GO:0007561	imaginal disc eversion	CG1794 CG4353 CG4859 CG7850
GO:0007562	eclosion	CG14122 CG4320
GO:0007563	regulation of eclosion	CG14619 CG32018 CG3267 CG3924 CG8597 CR42988
GO:0007564	regulation of chitin-based cuticle tanning	CG10118 CG10697 CG12244 CG1864 CG3331 CG33338 CG3757 CG42611 CG4720 CG5475 CG7393 CG8930 CG9738
GO:0007567	parturition	CG6637
GO:0007568	aging	CG11299 CG14029 CG2275 CG3143 CG5175 CG5686 CG6936 CG6944
GO:0007569	cell aging	CG5175 CG6944
GO:0007584	response to nutrient	CG17888 CG3850 CG6147 CG6513 CG6975 CR43032
GO:0007586	digestion	CG33968 CG3943 CG7279
GO:0007588	excretion	CG3382 CG33968
GO:0007589	body fluid secretion	CG13094 CG13480 CG18345 CG8348
GO:0007591	molting cycle, chitin-based cuticle	CG1063 CG1070 CG12390 CG13419 CG15284 CG30149 CG32018 CG3331 CG41624 CG42341 CG4859 CG5714 CG5722 CG8127 CG8669 CG9533
GO:0007593	chitin-based cuticle sclerotization	CG13419 CG15284 CG32018 CG3331
GO:0007594	puparial adhesion	CG9012
GO:0007599	hemostasis	CG11313 CG11314 CG11315 CG1469 CG15825 CG4306 CG7002 CG7356 CG7604 CG8502
GO:0007600	sensory perception	CG1031 CG10426 CG1058 CG10609 CG10612 CG1063 CG10642 CG10671 CG10936 CG11020 CG11111 CG11218 CG11253 CG11387 CG11456 CG11575 CG11638 CG11715 CG11759 CG11797 CG11838 CG11865 CG11878 CG12026 CG12120 CG1216 CG12193 CG12530 CG12548 CG12663 CG12754 CG12831 CG12906 CG13047 CG13069 CG13074 CG13110 CG13207 CG13225 CG13243 CG13308 CG13439 CG13636 CG13695 CG1386 CG13874 CG13888 CG14075 CG14086 CG14252 CG14274 CG14442 CG14585 CG14620 CG14636 CG14686 CG14734 CG14921 CG14987 CG1501 CG15148 CG15167 CG1517 CG15254 CG1560 CG15732 CG15779 CG15860 CG16775 CG16852 CG16960 CG16961 CG1712 CG17213 CG17228 CG17632 CG17650 CG1768 CG1771 CG17759 CG17853 CG18213 CG18249 CG18287 CG18345 CG18408 CG1847 CG18480 CG1854 CG18806 CG2204 CG2212 CG2248 CG2371 CG2698 CG2835 CG2902 CG30186 CG30263 CG30384 CG31006 CG31163 CG31267 CG31284 CG31300 CG31320 CG3182 CG31908 CG31962 CG3206 CG3213 CG32150 CG32176 CG32255 CG32256 CG32257 CG32258 CG32261 CG32278 CG3265 CG32698 CG33194 CG3330 CG33348 CG33513 CG33957 CG34058 CG34371 CG34383 CG34401 CG3504 CG3604 CG3671 CG3711 CG3717 CG3723 CG3772 CG4073 CG4211 CG42247 CG4231 CG42667 CG42698 CG42734 CG42864 CG4329 CG43313 CG4536 CG4551 CG4830 CG4881 CG5006 CG5192 CG5279 CG5516 CG5526 CG5611 CG5644 CG5670 CG5711 CG5819 CG5821 CG5842 CG5934 CG5962 CG5969 CG6053 CG6129 CG6136 CG6294 CG6312 CG6464 CG6553 CG6728 CG6901 CG7293 CG7314 CG7358 CG7422 CG7443 CG7485 CG7508 CG7595 CG7672 CG7778 CG7800 CG7856 CG7875 CG7925 CG7946 CG8008 CG8086 CG8345 CG8472 CG8520 CG8594 CG8663 CG8807 CG9067 CG9231 CG9261 CG9313 CG9317 CG9398 CG9447 CG9492 CG9623 CG9700 CG9880 CG9948
GO:0007601	visual perception	CG12120 CG4211 CG6728 CG9317
GO:0007602	phototransduction	CG10233 CG10888 CG11111 CG11426 CG11440 CG11798 CG12110 CG12789 CG13788 CG13848 CG16708 CG16740 CG17759 CG1794 CG18345 CG1912 CG3039 CG31783 CG33174 CG34358 CG3454 CG3504 CG3620 CG3682 CG3694 CG3772 CG3966 CG40129 CG4062 CG42667 CG43227 CG43720 CG4468 CG44746 CG4550 CG4602 CG5125 CG5192 CG5279 CG5638 CG5685 CG5751 CG6518 CG6562 CG6601 CG6647 CG7875 CG7962 CG8269 CG8472 CG8479 CG8739 CG8770 CG8885 CG9078 CG9236 CG9245 CG9347 CG9668
GO:0007603	phototransduction, visible light	CG11111 CG18345 CG31783 CG3682 CG3966 CG40129 CG4468 CG5125 CG7875 CG9347
GO:0007604	phototransduction, UV	CG10888 CG31783 CG5125 CG9347 CG9668
GO:0007605	sensory perception of sound	CG10426 CG10642 CG10671 CG11020 CG11253 CG11387 CG11759 CG11838 CG12026 CG12548 CG13207 CG13636 CG14585 CG14620 CG14636 CG14921 CG1501 CG15148 CG17632 CG1768 CG18345 CG18408 CG31006 CG31284 CG31320 CG3182 CG3265 CG33957 CG3504 CG3723 CG42247 CG42667 CG42734 CG42864 CG4329 CG4536 CG4881 CG5192 CG5279 CG5526 CG5670 CG5842 CG5962 CG6053 CG6129 CG6312 CG6464 CG7314 CG7508 CG7595 CG7672 CG7875 CG7925 CG8086 CG8472 CG8663 CG9261 CG9313 CG9398 CG9492
GO:0007606	sensory perception of chemical stimulus	CG10609 CG10612 CG1063 CG10642 CG11111 CG11218 CG11575 CG11759 CG11797 CG12193 CG12663 CG12754 CG12906 CG13225 CG13439 CG13695 CG1386 CG13874 CG13888 CG14686 CG14734 CG14987 CG1560 CG15732 CG15779 CG16960 CG16961 CG1712 CG17213 CG17228 CG1771 CG17759 CG17853 CG18287 CG1854 CG18806 CG2204 CG2212 CG2835 CG30186 CG31163 CG3206 CG32255 CG32256 CG32257 CG32258 CG32261 CG33194 CG33348 CG34058 CG3671 CG4231 CG42667 CG42698 CG4551 CG5006 CG5711 CG5962 CG7293 CG7485 CG8345 CG8472 CG8807 CG9623 CG9700 CG9880
GO:0007608	sensory perception of smell	CG10609 CG10612 CG10642 CG11111 CG11218 CG11759 CG11797 CG12193 CG12754 CG13225 CG13695 CG1386 CG13874 CG14734 CG1560 CG16960 CG16961 CG1771 CG17759 CG17853 CG1854 CG18806 CG2212 CG31163 CG3206 CG4231 CG42667 CG42698 CG4551 CG5006 CG5711 CG5962 CG7293 CG7485 CG8345 CG8472 CG8807 CG9623 CG9700 CG9880
GO:0007610	behavior	CG10033 CG1004 CG1007 CG10072 CG10079 CG10101 CG10118 CG10236 CG10241 CG10245 CG10251 CG10327 CG10334 CG10342 CG10367 CG10392 CG10419 CG10433 CG10440 CG10460 CG10491 CG10523 CG10537 CG10586 CG10609 CG10612 CG1063 CG10633 CG10645 CG10671 CG10693 CG10697 CG10698 CG1070 CG10701 CG10733 CG10823 CG10830 CG10901 CG10939 CG10952 CG11020 CG11144 CG11299 CG11324 CG11331 CG11371 CG1147 CG11513 CG11579 CG11604 CG11648 CG11680 CG11711 CG11820 CG11853 CG11937 CG11988 CG12047 CG12073 CG12120 CG1228 CG12296 CG12316 CG1232 CG12348 CG12390 CG12410 CG12500 CG12558 CG12559 CG12598 CG12676 CG13158 CG13377 CG13388 CG13431 CG13432 CG13439 CG1349 CG13503 CG13568 CG13586 CG13695 CG13758 CG13772 CG1378 CG13788 CG13874 CG13889 CG13968 CG14039 CG14061 CG1411 CG14157 CG14167 CG1417 CG14226 CG14228 CG1429 CG14307 CG14478 CG14509 CG1455 CG14620 CG1464 CG1469 CG1471 CG14734 CG1484 CG1487 CG14916 CG14994 CG1501 CG1506 CG15105 CG15148 CG15154 CG1517 CG15173 CG15224 CG15319 CG15371 CG15427 CG1543 CG15433 CG15505 CG15779 CG15860 CG15862 CG1594 CG1615 CG1625 CG1634 CG1652 CG1656 CG16707 CG16720 CG16724 CG16725 CG16752 CG16757 CG16778 CG16801 CG16905 CG16944 CG17063 CG1712 CG17184 CG17213 CG17228 CG1725 CG17250 CG17282 CG17323 CG17330 CG17348 CG17367 CG17520 CG17569 CG17575 CG17596 CG17608 CG1762 CG1765 CG17673 CG1770 CG17704 CG17734 CG17759 CG17762 CG17836 CG17870 CG17885 CG18069 CG18090 CG18102 CG1817 CG1826 CG18287 CG18314 CG18319 CG18437 CG1856 CG18769 CG1910 CG1954 CG2014 CG2028 CG2048 CG2052 CG2086 CG2114 CG2248 CG2346 CG2368 CG2530 CG2621 CG2647 CG2665 CG2668 CG2715 CG2759 CG2902 CG2922 CG2977 CG2995 CG30077 CG3011 CG30149 CG30361 CG30418 CG30445 CG30446 CG30488 CG31148 CG31299 CG31320 CG3139 CG31414 CG3143 CG31605 CG31622 CG31762 CG31811 CG31911 CG31992 CG32062 CG32067 CG3209 CG32179 CG32239 CG32261 CG32315 CG3234 CG3239 CG32423 CG32434 CG32484 CG3249 CG32498 CG32538 CG32540 CG32572 CG32575 CG32592 CG32594 CG32604 CG3265 CG32704 CG3302 CG3303 CG33100 CG33104 CG33113 CG33197 CG33207 CG33273 CG33348 CG33349 CG33485 CG33495 CG3350 CG33513 CG33517 CG33527 CG33545 CG3361 CG33956 CG33988 CG3401 CG34058 CG34100 CG3411 CG34358 CG34387 CG34388 CG34405 CG3478 CG3481 CG3497 CG3525 CG3620 CG3629 CG3638 CG3665 CG3696 CG3705 CG3725 CG3747 CG3757 CG3758 CG3767 CG3772 CG3856 CG3869 CG3923 CG3936 CG3937 CG3967 CG3985 CG3989 CG4027 CG4032 CG4059 CG4122 CG4141 CG4211 CG42236 CG42247 CG42273 CG42301 CG42341 CG42344 CG4257 CG42573 CG42616 CG42684 CG42734 CG4276 CG42783 CG42799 CG42856 CG43067 CG43128 CG4322 CG43368 CG43388 CG43398 CG43738 CG43745 CG43749 CG43759 CG4376 CG43782 CG4379 CG4385 CG4395 CG4396 CG44007 CG44011 CG44086 CG44122 CG44159 CG44328 CG44424 CG44425 CG4444 CG4476 CG4482 CG44835 CG4491 CG4495 CG4536 CG4550 CG4551 CG4574 CG4590 CG4612 CG4700 CG4710 CG4760 CG4805 CG4821 CG4857 CG4916 CG4919 CG5017 CG5166 CG5175 CG5216 CG5237 CG5387 CG5393 CG5403 CG5514 CG5541 CG5594 CG5630 CG5638 CG5650 CG5670 CG5680 CG5686 CG5725 CG5732 CG5751 CG5753 CG5803 CG5820 CG5836 CG5842 CG5871 CG5887 CG5912 CG5946 CG5952 CG5977 CG5993 CG5996 CG6033 CG6070 CG6072 CG6103 CG6129 CG6133 CG6175 CG6186 CG6190 CG6203 CG6371 CG6378 CG6438 CG6440 CG6493 CG6496 CG6504 CG6515 CG6539 CG6598 CG6669 CG6671 CG6703 CG6706 CG6736 CG6783 CG6824 CG6856 CG6889 CG6917 CG6944 CG6963 CG6964 CG6993 CG7005 CG7050 CG7097 CG7111 CG7121 CG7189 CG7303 CG7391 CG7399 CG7411 CG7417 CG7437 CG7442 CG7508 CG7524 CG7563 CG7725 CG7727 CG7734 CG7765 CG7771 CG7807 CG7811 CG7832 CG7875 CG7887 CG7897 CG7923 CG7925 CG8024 CG8049 CG8095 CG8156 CG8167 CG8203 CG8214 CG8246 CG8253 CG8256 CG8261 CG8276 CG8318 CG8348 CG8380 CG8394 CG8425 CG8428 CG8444 CG8451 CG8527 CG8536 CG8546 CG8556 CG8566 CG8585 CG8588 CG8597 CG8639 CG8676 CG8704 CG8715 CG8756 CG8776 CG8789 CG8807 CG8817 CG8873 CG8884 CG8887 CG8949 CG8963 CG8971 CG8985 CG9019 CG9042 CG9056 CG9088 CG9131 CG9151 CG9171 CG9195 CG9209 CG9214 CG9218 CG9232 CG9238 CG9262 CG9381 CG9390 CG9428 CG9429 CG9523 CG9533 CG9620 CG9652 CG9659 CG9664 CG9753 CG9755 CG9847 CG9858 CG9894 CG9908 CG9935 CG9943 CG9997 CR34154 CR42900 CR42973 CR43001 CR43015 CR46037
GO:0007611	learning or memory	CG10033 CG1004 CG10079 CG10251 CG10334 CG10460 CG10491 CG10697 CG10901 CG10952 CG11144 CG11371 CG11513 CG11579 CG11604 CG11711 CG11820 CG11937 CG11988 CG1411 CG14226 CG1455 CG14994 CG15154 CG1543 CG1594 CG16707 CG16720 CG17063 CG17348 CG17569 CG17596 CG1765 CG1770 CG17704 CG17762 CG17870 CG18069 CG18102 CG1817 CG18314 CG18769 CG1910 CG1954 CG2248 CG2621 CG2647 CG2759 CG2902 CG2922 CG2977 CG2995 CG30077 CG30418 CG31148 CG31414 CG31811 CG31911 CG32062 CG32067 CG32179 CG3249 CG32498 CG32592 CG32594 CG33207 CG33513 CG33517 CG3361 CG34100 CG3411 CG34387 CG3497 CG3665 CG3696 CG3856 CG3923 CG3936 CG3937 CG3985 CG4032 CG4122 CG42273 CG42341 CG42344 CG4257 CG42573 CG42734 CG4276 CG42783 CG42799 CG43067 CG43398 CG43782 CG4379 CG44011 CG44424 CG4482 CG44835 CG4495 CG4612 CG4821 CG4916 CG4919 CG5017 CG5166 CG5514 CG5541 CG5650 CG5680 CG5686 CG5732 CG5753 CG5803 CG5912 CG5993 CG6033 CG6072 CG6103 CG6133 CG6190 CG6203 CG6598 CG6669 CG6671 CG6703 CG6783 CG6856 CG6963 CG6993 CG7050 CG7399 CG7442 CG7524 CG7725 CG7727 CG7734 CG7875 CG7897 CG8024 CG8049 CG8214 CG8253 CG8318 CG8444 CG8588 CG8776 CG8789 CG8817 CG8884 CG8949 CG9195 CG9214 CG9262 CG9381 CG9533 CG9652 CG9753 CG9755 CR42973 CR43001
GO:0007612	learning	CG10033 CG1004 CG10079 CG10251 CG10334 CG10491 CG10901 CG10952 CG11144 CG11604 CG11711 CG11820 CG11937 CG14994 CG1543 CG16707 CG17348 CG17569 CG17596 CG17704 CG18102 CG18314 CG2621 CG2902 CG2995 CG30077 CG30418 CG31911 CG32067 CG32179 CG32498 CG33207 CG3361 CG34387 CG3856 CG3937 CG3985 CG42273 CG42341 CG42799 CG43067 CG4379 CG4482 CG44835 CG4916 CG4919 CG5017 CG5166 CG5514 CG5650 CG5686 CG5803 CG6033 CG6072 CG6203 CG6598 CG6669 CG6671 CG6856 CG6963 CG7050 CG7524 CG7725 CG7734 CG7875 CG7897 CG8024 CG8049 CG8214 CG8253 CG8318 CG8588 CG8884 CG8949 CG9262 CG9381 CG9533 CG9652 CG9753 CR43001
